country_iso3,year,period,allegation,paragraph_id,word_count,flagged_for_review,suggested_violation,violation_score,violation_matches,suggested_strategy,strategy_score,strategy_matches,manual_violation_code,manual_strategy_code,coder_notes,paragraph_text
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,9,132,False,,0.0,,,0.0,,,,,"Israel was left to its own fate. If Israel is alive today, it is due solely to the heroic self-defence of its people, young and old. 137. If I have ventured briefly to recall the events of eight and nine years ago, it was to emphasize three things: first, the role played by the United Nations in the establishment of Israel; second, the immediate attempt at its destruction by the Arab States — all but one of which were already then Members of the United Nations, and third, Israel’s profound and unequivocal desire for the establishment of peaceful relations with its Arab neighbours, 138. The same day, in May 1948, that Egyptian bombs began fall on Tel-Aviv, the first Jewish refugee ship from the camps in Germany reached the shores of Israel."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,10,126,False,,0.007937,hospitals,,0.0,,,,,"Six million of the seven and a quarter million Jews of Europe, outside of the Soviet Union, had been slaughtered by the Nazis; and now the Survivors were coming back not as the banned “illegals” of the mandatory regime, but to the greeting prophesied by Jeremiah: “Thy children shall come back to thy border.” 139. These two episodes are symbolic of the life of Israel since its inception — rescue and reconstruction, menaced constantly by the destructive efforts of its neighbours. 140. Israel’s people went forth into tile desert or struck roots in stony hillsides to establish new villages, to build roads and houses and schools and hospitals; marauders, later organized as fedayeen, entering from Egypt and Jordan, were sent in to kill and destroy. 141."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,11,149,False,,0.0,,,0.0,,,,,"Israel dug wells, brought water in pipes from great distances: Egypt sent in fedayeen to blow up the wells and the pipes. 142. Jews from Yemen brought in their sick, undernourished children with a tradition that two out of five die; that number has been cut down to one out of twenty-five, While we were feeding those babies and curing their diseases, the fedayeen were sent in to throw bombs at children in synagogues and grenades into baby homes. 143. This parallel went on for eight long years, day in, day out, and night after night. Men, women and children — the remnant who survived the Hitler atrocities, and the more than 400,000 Jews from Arab-speaking countries, broken in body and Spirit; people seeking to rebuild their lives, the new settlers of the Negev desert — these were the objects of the terror to which we were subjected. 144."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,12,122,False,,0.008197,blockade,,0.0,,,,,"For eight years, now Israel has been subjected to the unremitting violence of physical assault and to an equally unremitting intent to destroy our country economically through blockade, through boycott and through lawless interference with the development of our natural resources. Since Israel’s efforts to repulse the concerted Arab onslaught in 1948, my country has had no respite from hostile acts and loudly proclaimed threats of destruction. 145. It would be idle to pretend that the present situation can be discussed without regard to this background, or that the causes that precipitated Israel’s recent security action can be ignored. If this Assembly is genuinely determined to restore peace to the Middle East, it must first determine from which source aggressive policies derive."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,13,142,False,,0.0,,,0.0,,,,,"It will serve little purpose to isolate one link in the chain of circumstances, to thrust the weight of resolutions upon one incident without considering the total effects. 146. Unless the United Nations is prepared to use its influence to prevail upon the countries of the Middle East to negotiate a fundamental solution, the Middle Eastern cauldron will continue to seethe and the region will be a powder-keg for others anxious to exploit its inflammable possibilities. Not only the well-being of Israel, but perhaps the peace of mankind, demand that the question of responsibility for unrest in this part of the world be squarely faced and the causes of tension removed. 147. Israel is ringed by hostile States which invoke the terms of the 1949 Armistice Agreements when they find it convenient, and which flout those agreements when they find them, oppressive."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,14,168,False,,0.0,,,0.0,,,,,"They refuse to sign peace treaties, dinging desperately to the discredited theory of a “belligerent status” against Israel, while at the same time piously demanding the protections of peace for themselves. As long ago as 12 June 1951, an official Egyptian representative defended his country’s obstruction of Israel shipping through the Suez Canal with the following extraordinary words: “We are exercising a right of war. We are still legally at war with Israel. An armistice does not put an end to a state of war. It does not prohibit a country from exercising certain rights of war,” 148. We know from agonizing experience what these “certain rights of war” are. They include indiscriminate terror, arson and economic attack. At the same time, any Israel effort to stop murder and pillage, to make existence tolerable for its beleaguered population, is met with an outcry about the violation of peace, a peace which exists only in so far as it accords with the convenience of those who have broken it."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,15,147,False,,0.0,,,0.0,,,,,"A comfortable division has been made: the Arab States unilaterally enjoy the “rights of war”; Israel has the unilateral responsibility of keeping the peace. 149. But belligerency is not a one-way street. Is it surprising if a people labouring under this monstrous distinction should finally become restive and at last seek a way of rescuing its life from the perils of regulated war conducted against it from all Sides? 150. For the people of Israel, this paradox is not merely a question of logic or semantics. Among the “rights of war” exercised against Israel has been the fedayeen campaign unleashed by Colonel Nasser in the summer of 1955. You know who these fedayeen are. They are gunmen, trained by Egyptian army officers and recruited chiefly from among the Arab population in the Gaza Strip, which was captured by the Egyptian army when it invaded Israel in 1948."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,16,128,False,,0.007812,bombing,,0.0,,,,,"Fedayeen gangs have been planted in Jordan, Lebanon and Syria. Very heavy concentrations of these fedayeen units were stationed in the Sinai desert. Israel’s narrow borders and long frontiers make it particularly vulnerable to terror squads who cross the border at night with the sole objective of indiscriminately shooting or bombing any Israel house, or any man, woman or child. 151. The murders committed by the fedayeen were hailed by the Cairo radio on 81 August 1955 with words which left no doubt as to the identity of the organizers of these outrages: “Weep, O Israel, because Egypt’s Arabs have already found their way to Tel-Aviv. The day of extermination draws near. There shall be no more complaints or protests to the United Nations or the Armistice Commission."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,17,121,False,,0.008264,bombing,,0.0,,,,,"There will be no peace on the borders, because we demand the death of Israel.” 152. The slaughter of six children and their teacher in the agricultural school of Shafrir, the bombing of a wedding in the Negev village of Pattish: these are examples familiar to the world of the kind of heroic exploits so lustily applauded by Colonel Nasser when he addressed a fedayeen unit in the Gaza Strip in the following terms: “You have proven by your deeds that you are heroes upon whom our entire country can depend. The spirit with which you entered the land of the enemy must be spread”. 153. The list of daily murders, of acts of robbery and sabotage, can be indefinitely extended."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,18,168,False,,0.005952,occupation,,0.005952,provocation,,,,"But let me only remind this Assembly of the events of 23 September of this year on another front, when a group of archaeologists was fired upon in Ramat Rachel from the Jordanian border. Five Israelis were killed and sixteen wounded. The next day two more Israelis — a man and a woman — working in their fields in different parts of the country, were killed by Jordanian units. 154. When, in response, on 25 September, deterrent action was taken at Husan by an Israel army unit, this action was officially described by the United Nations representative as “unprovoked”. 155. May I say that the people of Israel cannot emulate, nor do they understand, this legalistic detachment. When their peaceable fellow-citizens are murdered in cold blood, in the course of their daily occupations, they are provoked, and they demand that their Government reflect chat sense of provocation by affording them the protection which every State owes its citizens and which international bodies are apparently unable to provide. 156."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,19,125,False,,0.008,military action,,0.0,,,,,"If moral distinctions are to be made, then let me suggest that controlled military actions — with limited and well-defined military or police objectives — are less abhorrent, even to the most sensitive conscience, than wanton and indiscriminate murder which strikes not at military targets, but solely at civilians. 157. The campaign of terror unleashed against Israel was not stopped by the intervention of the United Nations. The cease-fire secured by the Secretary-General last April was not honoured. Instead, despite Israel’s exemplary compliance with the cease-fire agreement, violence was immediately resumed and increased on every border. 158. Every sign pointed to the fact that the Egyptian dictator was about to realize his cherished and fully- publicized ambition of a second round aimed at destroying Israel."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,20,139,False,,0.007194,military force,,0.0,,,,,"He had amassed huge stocks of heavy armaments, secured largely from the Soviet Union and affiliated countries. He had concluded treaties with Jordan and Syria according to which the military forces of those countries were placed under the Egyptian High Command. We knew of large concentrations of armour and fedayeen in the Egyptian bases in the Sinai desert and the Gaza Strip directly along the borders of Israel. There was a minimum of reticence about the proposed “extermination” of the small neighbouring State. 159. We recognized the symptoms. Within the lifetime of nearly every person here present, a dictator arose who, like this disciple of his, informed the world in advance of his bloodthirsty plans. The ashes of the crematoria, the carnage of millions, a world in ruin, testified to the fidelity with which he kept his promises, 160."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,21,140,False,,0.007143,blockade,,0.007143,security council resolution,,,,"Such a lesson should not be forgotten. Certainly the people of Israel are not likely to forget what the threat of total extermination means. 161. It is not my intention to enter here into a description of the acts of hostility of the Egyptian Government in many other fields. But the Assembly cannot remain indifferent, above all, to the fact that ever since the Security Council Resolution of 1 September 1951 [S/2322] was adopted — and, indeed, before that — the Government of Israel has patiently striven to solve the grave international problem of a double sea blockade imposed against Israel by Egypt in the Suez Canal and in the Straits, of Aqaba. The Security Council confirmed the illegality of this blockade and rejected the Egyptian argument of a “state of war” by which Egypt sought to justify the blockade."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,22,145,False,,0.006897,discrimination,,0.006897,no alternative,,,,"The Council ordered Egypt to terminate these practices. 162. In October 1956, the Security Council repeated its call for free passage without any discrimination, “overt or covert” [S/3675]. 163. These decisions have been flouted. At the same time Egypt and the other Arab countries have sought by every means, direct, and indirect, by organized boycott and by indiscriminate threats and attempted blackmail of countries friendly to Israel, to cripple Israel’s commerce and to strangle its economic life. It has extended that boycott of Israel even to the agencies of this very Organization, the United Nations. 164. We are a small people in a small barren land which we have revived with our labour and our love. The odds against us are heavy; the disparity of forces is great; we have, however, no alternative but to defend our lives and freedom and the right to security."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,23,132,False,,0.0,,,0.0,,,,,"We desire nothing more than peace, but we cannot equate peace merely with an apathetic readiness to be destroyed. If hostile forces gather for our proposed destruction, they must not demand that we provide them with ideal conditions for the realization of their plans. Nor should it be permitted that the sincere desire for peace, shared by so many, should be used as the shelter for such preparations. 165. The action of the Israel army in the unpopulated Sinai desert served to disrupt well-laid Egyptian plans to liquidate new bases of active hostility against us. The texts of captured Egyptian military documents which Israel presented to the Security Council on 15 November [S/3742] indicate how imminent was the attack. I shall not repeat the long and detailed directives to the Egyptian commanders."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,24,130,False,,0.0,,,0.0,,,,,"But it would be salutary for all of us not to forget the introduction, which read: “Every commander is to prepare himself and his subordinates for the inevitable campaign with Israel for the purpose of fulfilling our exalted aim which is the annihilation of Israel and its destruction in the shortest possible time in the most brutal and cruel battles”. 166. I wonder if there are any other countries represented in this Assembly which live under similar conditions. And I wonder whether there is a people in the world prepared to commit itself to a policy that, if placed in Israel’s situation, it would take no action in self-defence. 167. Is it conceivable that this Assembly should view the situation in Israel preceding 29 October 1956 as one of peace?"
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,25,152,False,,0.006579,military operation,,0.0,,,,,"Why should acts of cowardly murder of unarmed men, women and children, carried out for years, evoke less resentment than an open military operation against nests of fedayeen and bases of hostile forces ? 168. The practical problems which, it is claimed, divide the Arabs and Israel are not beyond solution. The world, has, for instance, known and still knows refugee problems of far wider scope than that of the Arab refugees. In Korea, in India and Pakistan, in Greece and Turkey, in Europe after the Second World War, these numerically far larger problems have been or are being successfully handled. Who more than the Jewish people have endured the tragic fate of the refugee? If today there is no bitter Jewish refugee problem in the world, it is because Israel, supported by the solidarity of the Jewish people everywhere, and with the aid of friendly Governments, has largely solved it. 169."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,26,124,False,,0.0,,,0.0,,,,,"There need never have been a Palestine Arab refugee problem at all, had it not been created by the action of the Arab States. Given the co-operation of those same Arab States, this distressing human problem could readily have been solved and can be solved today. In its solution Israel, as has been previously stated on behalf of my Government, is prepared to play its part. 170. But while Israel was absorbing Jewish refugees to a number exceeding that of all the Arab refugees — and hundreds of thousands of those whom we absorbed came from those same Arab lands — the Arab States for their part, with the exception of Jordan, were erecting an iron wall between themselves and these kinsmen of theirs."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,27,128,False,,0.0,,,0.007812,colonialism,,,,"And since then they have lost no opportunity of exploiting these people as a political weapon in their war against Israel. 171. The fundamental problem in the whole situation is the systematically organized Arab hostility against Israel. Arab enmity towards Israel is not a natural phenomenon. It is artificially fostered and nurtured. It is not, as has been here alleged, Israel which is an instrument of colonialism. It is the Israel-Arab conflict which keeps the area at the mercy of dangerously contending outside forces. Only by the liquidation of that conflict will the people of the region be able to work out their own destinies in independence and hope. Only in that prospect lies hope for a brighter future of equality and progress for all the peoples concerned."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,28,120,True,territorial_integrity,0.016667,settlement; borders,,0.0,,,,,"If hatred is abandoned as a principle of Arab policies, everything becomes possible. 172. Over the over again the Israel Government has held out its hand in peace to its neighbours. But to no avail. At the ninth session of the General Assembly, the Israel representative suggested [491st meeting] that if the Arab countries were not yet ready for peace it would be useful, as a preliminary or transitory stage, to conclude agreements committing the parties to policies of non-aggression and pacific settlement. The reply was outright rejection. Our offer to meet the representatives of all or any of the Arab countries still stands. Never have we heard an echo from across our borders to our call for peace. 173."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,29,135,False,,0.007407,persecution,,0.0,,,,,"The concept of annihilating Israel is a legacy of Hitler’s war against the Jewish people, and it is no mere coincidence that the soldiers of Nasser had an Arabic translation of Mein Kampf in their knapsacks. Those concerned sincerely with peace and freedom in the world would, I think, have been happier had some more ennobling literature been offered these men as a guide. We are convinced that these dangerous seeds have not yet succeeded in corrupting the Arab peoples. This fatal game is one which the Arab political leaders should halt in the interests of the Arab peoples themselves, 174. I wish at this point, to renew an appeal already heard from this rostrum to Egypt to desist from the shameful and disastrous policy recently initiated of wholesale persecution of its Jewish population. 175."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,30,144,False,,0.006944,brutality,,0.0,,,,,"I shall not elaborate on the mass of detailed information now reaching us in this connexion, some of which has been incorporated in a memorandum [A/ 3412] which it was my honour to transmit to the Assembly on 1 December — the sordid and disgraceful story of deportations and concentration camps, of indignity and spoliation, of the holding of hostages to ensure silence on the part of those expelled, and of callous brutality. I can only hope that the shocked conscience of the world will have its effect on the rulers of Egypt and that they will yet desist, and desist at once, from the measures on which they have embarked. 176. What ought to be done now? Are we, in our relations with Egypt, to go back to an armistice regime which has brought anything but peace and which Egypt has derisively flouted?"
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,31,176,False,,0.005682,blockade,,0.0,,,,,"Shall the Sinai desert again breed nests of fedayeen and of aggressive armies poised for the assault? Must the tragedy be re-enacted in the tinder-box of the Middle East? The peace of our region and perhaps of more than our region hangs on the answers which will be given to these questions. 177. In a letter of 4 November 1956 to the Secretary-General of the United Nations [A/3291], we put the following questions: “Does Egypt still adhere to the position declared and maintained by it over years that it is in a state of war with Israel? “Is Egypt prepared to enter into immediate negotiations with Israel with a view to the establishment of peace between the two countries as indicated in the aide-memoire [A/3279] of the Government of Israel of 4 November 1956 to the Secretary-General of the United Nations? “Does Egypt agree to cease economic boycott against Israel and lift the blockade of Israel shipping in the Suez Canal? “Does Egypt undertake to recall fedayeen gangs under its control in other Arab countries?” 178."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,32,143,False,,0.006993,blockade,,0.0,,,,,"Is it too much to expect clear, simple, binding answers? Are we, and not only we but you fellow Members of the United Nations, to take as an answer the announcement on Cairo radio, on 2 December 1956, repeated again later in the day, that: “The fedayeen command has decided to launch a fierce campaign within Israel during the coming winter season”? Can the United Nations make itself responsible for the restoration, once again, on our southern borders, of murder and sabotage units pursuing a one-sided belligerency? 179. The Blockade in the Gulf of Aqaba is now terminated. The battery of guns installed a few years ago by the Egyptian Government on the desolate and empty shore at the southern tip of the Sinai Peninsula for the sole illegal purpose of preventing the passage into the gulf of Israel shipping no longer exists."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,33,134,False,,0.007463,blockade,,0.0,,,,,"Would it not be grotesque for an international body to permit the creation anew of the conditions which made that blockade possible; or to permit Egypt to perpetuate unhindered, its parallel blockade in Suez? We cannot believe that that is the case. To do so would constitute a distortion of the very meaning and essence of the Charter. 180. My Government has undertaken an obligation to withdraw its forces from Egyptian territory, and we are implementing it. But we must know — I think the Assembly must know — what will be the role of the United Nations Force after the Israel forces are withdrawn. We are certain that it is not the intention of the Assembly to recreate the conditions laden with the identical dangers which produced the explosion of 29 October. 181."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,34,130,False,,0.0,,,0.0,,,,,"May I remind the representatives of the Soviet Union that there was a time, not so long ago, when they understood Israel’s right to self-defence and appreciated the true disposition of forces in the Middle East? Mr. Jacob Malik declared in the Council in 1948 in words which are as apt today as the day they were uttered: “Ever since its birth this State [of Israel] declared that it wished to live in peace and entertain peaceful relations with all its neighbours... It is not to blame for the fact that this appeal did not meet with any response from its neighbours.” 182. The truth is that, since 1948, when the words of the USSR representative that I have quoted were uttered, nothing has changed, in Israel’s desire or intentions."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,35,124,False,,0.008065,territorial integrity,,0.0,,,,,"We seek, as before, to fulfil our historic mission of rebuilding our land for our harried people and to five in peace with our neighbours. But I say again neither peace nor war can be unilateral. A boundary must be respected by two sides; it cannot be open to fedayeen and closed to Israel soldiers. 183. What does Israel want? Its requirements are simple. We wish to be secure against threats to our territorial integrity and national independence. We wish to be left alone to pursue the work of developing our country and building a new society founded on social justice and individual liberty. We wish to co-operate I with our neighbours for the common good of all the peoples of the region. 184."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,36,120,False,,0.008333,settlement,,0.0,,,,,"These objectives do no more than give practical expression to the principles and purpose of our Charter. These are not special claims; they are the aims and policies of all peace-loving Members of the United Nations. 185. I would urge this Assembly to think of the future with the same vigour and insistence that it has dealt with recent events. Can this Assembly leave this subject without raising its voice, with all the authority it carries, in a call to ah the Governments of the region immediately to enter into direct negotiations with the purpose of arriving at a peace settlement? We, the people of Israel, believe not only in the necessity but also in the possibility of peace. 186."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,37,123,False,,0.0,,,0.0,,,,,"Only last Wednesday, 28 November, the representative of Egypt, speaking from this rostrum, made the following statement: “With the great majority of the peoples of the world, Egypt has been saying, and will continue to say, that all nations can and should, for their own good, moral as well as material, live together in equality, freedom and fraternity, and with modern science and its vast potentialities at the service of man, enabling him, carried by the momentum of liberty and faith, to live an infinitely more productive and honourable life.” [600th meeting, para. 60.] With that statement we whole-heartedly concur. We for our part are ready to make of it a practical reality. It is now for Egypt to do the same. 187."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,38,122,False,,0.008197,hospitals,,0.0,,,,,"The countries of the Middle East are rightly listed in the category of the “under-developed”. The standard of living, disease, the illiteracy of the masses of people, the undeveloped lands, desert and swamp- all these cry out desperately for minds, hands, financial means and technical ability. Can we envisage what a state of peace between Israel and its neighbours during the past eight years would have meant for all of us? Can we try to translate fighter planes into irrigation pipes and tractors for the people in these lands? Can we, in our imagination, replace gun emplacements by schools and hospitals? The many hundreds of millions of dollars spent on armaments could surely have been put to a more constructive purpose. 188."
ISR,1956,Cold War (1946–1989),Israeli Sinai Campaign (Operation Kadesh) — attack on Egypt,39,26,False,,0.0,,,0.0,,,,,"Substitute co-operation between Israel and its neighbours for sterile hatred and ardour for destruction, and you give life and hope and happiness to all its peoples."
RUS,1956,Cold War (1946–1989),Soviet suppression of Hungarian uprising (November 1956),0,152,False,,0.006579,aggression,,0.0,,,,,"The eleventh session of the General Assembly has met in an international situation of great complexity. During the past few weeks the forces of aggression and dark reaction in various peaceful parts of the world have been girding themselves for an attempt to plunge humanity into an abyss of new calamities and world conflicts. 54. Not so long ago the most striking development on the international scene was the relaxation of tension. Moving forward step by step, the peace-loving countries were settling international controversies by negotiation and stamping out the smouldering embers of war. We in the Soviet Union are proud of the active part which our country played in that great endeavour. I do not wish to take up the Assembly’s time by enumerating all the constructive steps taken by the Soviet Government in the past few years in its struggle to bring about an easing of tension in international affairs."
RUS,1956,Cold War (1946–1989),Soviet suppression of Hungarian uprising (November 1956),1,121,False,,0.0,,,0.0,,,,,"They are generally known. They embraced the full range of international problems, from the effort to bring about a cease-fire in Korea and Indo-China to the normalization of economic and cultural relations with most countries of the world. 55. The real reduction in international tension which was achieved, made the Geneva Conference of the Heads of Government of the four great Powers possible in the summer of 1955, marking an important step in the development of post-war international relations. The “spirit of Geneva” gave new Lope to the peoples who rejected the “cold-war” policy with all its baleful implications. 56. But the “spirit of Geneva” was not welcomed by certain influential circles whose interests were bound up with the armaments race."
RUS,1956,Cold War (1946–1989),Soviet suppression of Hungarian uprising (November 1956),2,123,True,use_of_force,0.01626,aggression; armed conflict,,0.00813,provocation,,,,"Their aim was, and is, to aggravate international tensions through a policy of reckless adventure and provocation. 57. The exalted position of the United Nations obliges all of us who participate in its activities to make a sober and realistic appraisal of each new development in international affairs. Today we cannot fail to recognize that the imperialistic forces of reaction and aggression have succeeded in dealing a serious blow to the cause of peace and have markedly increased international tension. 58. Fighting has recently broken out in the Near East as the result of a conspiracy against the freedom and independence of the peoples of the Arab world. In times like these any local armed conflict can easily touch off a worldwide conflagration."
RUS,1956,Cold War (1946–1989),Soviet suppression of Hungarian uprising (November 1956),3,130,False,,0.007692,armed attack,,0.007692,armed attack,,,,"In regions like the Near and Middle East, which are of paramount political, economic and strategic importance, such a conflict, if not resolved at the very outset, might well plunge the world into another bloodbath. And indeed the armed attack by the United Kingdom, France and Israel against Egypt has created a situation which threatens the cause of peace and confronts the peoples of the world with all the implications of the danger of a third world war. 59. In Eastern Europe the Hungarian fascist conspirators, supported from abroad by international reaction, have attempted to overthrow the people’s democratic regime, to deprive the Hungarian masses of the democratic freedoms which they had won, and to reduce Hungary once more to the status of a helpless vassal of the imperialist Powers."
RUS,1956,Cold War (1946–1989),Soviet suppression of Hungarian uprising (November 1956),4,139,False,,0.007194,aggression,,0.0,,,,,"That attempt has failed. 60. The aggression against Egypt and the fascist putsch in Hungary are links in the same chain. They clearly reveal the far-reaching and dangerous intentions of those international forces which are seeking to hold back the forward march of humanity along the road of freedom and national self-determination, to restore colonial rule in areas where it has been overthrown, and to return to power anti-popular regimes in countries where they have collapsed. 61. In such circumstances the responsibility of the United Nations for the maintenance of peace and security becomes especially apparent. The prestige and the future of the United Nations hang in the balance, for it has taken upon itself the solemn obligation “to save succeeding generations from the scourge of war which twice in our lifetime has brought untold sorrow to mankind”. 62."
RUS,1956,Cold War (1946–1989),Soviet suppression of Hungarian uprising (November 1956),5,126,True,use_of_force,0.015873,aggression; armed attack,,0.007937,armed attack,,,,"In recent weeks the entire world has fixed its anxious attention on the threatening events unfolding in Egypt. The unprovoked aggression by the United Kingdom, France and Israel against Egypt has profoundly aroused world public opinion. The treacherous, unjust and colonialist character of the armed attack by Israel, the United Kingdom and France on the Egyptian people is clearly evident to peace-loving forces everywhere. At the same time, it is perfectly obvious that Israel in attacking Egypt was playing the role of provocateur in instigating the execution of a vast carefully planned operation whose chief participants were the United Kingdom and France. Various reasons and explanations for the aggressors’ surprise attack against Egypt have been given in official documents of the United Kingdom and French Governments."
RUS,1956,Cold War (1946–1989),Soviet suppression of Hungarian uprising (November 1956),6,171,False,,0.011696,bombing; hostilities,,0.0,,,,,"These explanations do not stand up under criticism. 63. The absurd argument that the United Kingdom and France launched an aggressive war against Egypt in order to “bring hostilities to an end” between Israel and Egypt, and to “separate the belligerents” as the United Kingdom Prime Minister Sir Anthony Eden declared in his speech of 30 October 1956 [S/3711 ] does not hold water. Are we to believe that the naval and aerial bombardments of Port Said, the brutal destruction of such thickly populated Arab quarters of Port Said as El-Tamil, El-Manakh, Abbas Street and others, served to “separate the belligerents”? Can anyone tell us that the inhuman slaughter of thousands of peaceful citizens of Port Said, primarily women and children, the shooting down by aircraft: of residents of Heliopolis who were peacefully waiting for a tram, the bombing and destruction of the Coptic church in Cairo, the destruction of the Post Office and of the Roman Catholic church in Alexandria, were carried out for the purpose of “separating the belligerents”?"
RUS,1956,Cold War (1946–1989),Soviet suppression of Hungarian uprising (November 1956),7,140,True,,0.007143,armed attack,self_defense,0.014286,armed attack; no alternative,,,,"Everyone knows that at these points there was no contact between the “belligerents” (Egypt and Israel), hence these acts could not have served to “separate” them. 64. The United Kingdom, French and Israel aggressors have resorted to the threadbare lie that some terrible Communist plot was being hatched in Egypt to seize the whole Near and Middle East with its vast oil resources, and that this left them no alternative but to face the danger squarely. This is another argument which does not hold up under criticism. Such an argument, which incidentally was brought up again today in Mr. Pineau’s speech, might serve as a plot for some Hollywood film, but it has no place in an analysis of the reasons for such a crime a? the armed attack by the United Kingdom, France and Israel against the Egyptian people."
RUS,1956,Cold War (1946–1989),Soviet suppression of Hungarian uprising (November 1956),8,141,False,,0.007092,aggression,,0.0,,,,,"When the aggressors can think of nothing else to say in justification of their crimes, they habitually drag in the bogey of communism. That is by now an old story. 65. The argument that the aggression by the United Kingdom and France against Egypt was prompted by their desire to guarantee freedom of passage through the Suez Canal likewise fails to withstand criticism. 66. In the first place, everybody knows that the Egyptian State has in practice ensured freedom of passage through the Canal; after nationalization the Canal operated without interruption, and freedom of passage was in no way endangered. Despite what the aggressors had just been saying, they themselves, far from doing anything to ensure freedom of passage through the Suez Canal, acted so as to put this vital international waterway out of operation for a long time to come."
RUS,1956,Cold War (1946–1989),Soviet suppression of Hungarian uprising (November 1956),9,151,False,,0.006623,settlement,,0.006623,sovereign right,,,,"The United Kingdom and France are directly responsible before all the users of the Canal for this flagrant violation of the Constantinople Convention of 1888 on freedom of navigation. 67. Secondly, what are the legal grounds on which the United Kingdom and France have been, and are still trying to monopolize the solution of the Suez Canal problem, which concerns the vital interests of many Governments, including those of the Soviet Union, while they trample on the sovereign rights of Egypt? 68. Thirdly, what justification have the United Kingdom and France for resorting to armed force to settle a question on which the Security Council had so recently adopted a decision? It will be recalled that the Security Council affirmed the well-known six principles, agreed upon in a resolution [S/3675] which, had they been put into effect, would have brought about the complete settlement of the Suez problem by peaceful means."
RUS,1956,Cold War (1946–1989),Soviet suppression of Hungarian uprising (November 1956),10,156,False,,0.0,,,0.00641,colonial powers,,,,"The Security Council’s decision was widely acclaimed as a notable achievement of the forces of peace. The United Kingdom and France voted for those principles and agreed to negotiate whit Egypt. It is now clear that this gesture was false, its purpose being to lull the vigilance of the peace-loving nations and prepare the ground for the sudden attack on Egypt. 69. The attack by the United Kingdom, France and Israel against Egypt was, of course, not motivated by the foregoing considerations, which the aggressors are now alleging in order to conceal their real aims. Irrefutable facts show the attack on Egypt was only the first step in the execution of a large-scale strategic plan conceived by the imperialists. It was the intention of the colonial Powers to take advantage of the existing situation in order to foil the Egyptian Government’s decision to nationalize the Suez Canal, and to take it back into their own hands."
